customer_id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration
574,27,male,1,own,little,moderate,1082,9
575,24,female,2,own,little,NA,2788,15
576,27,female,2,own,little,moderate,2930,12
577,33,female,2,own,NA,NA,1927,24
578,27,male,2,own,little,moderate,2820,36
579,27,male,1,own,little,NA,937,24
580,30,male,2,own,little,moderate,1056,18
581,49,male,1,own,little,moderate,3124,12
582,26,female,2,rent,little,NA,1388,9
583,33,male,1,rent,little,moderate,2384,36
584,52,female,3,free,NA,NA,2133,12
585,20,female,2,rent,little,little,2039,18
586,36,male,2,rent,little,little,2799,9
587,21,male,1,own,little,little,1289,12
588,47,male,1,own,little,little,1217,18
589,60,male,2,own,little,little,2246,12
590,58,female,1,own,little,little,385,12
591,42,female,2,rent,NA,moderate,1965,24
592,36,female,1,own,rich,NA,1572,21
593,20,female,1,rent,little,moderate,2718,24
594,40,male,3,own,NA,little,1358,24
595,32,female,1,own,moderate,moderate,931,6
596,23,female,2,rent,little,little,1442,24
597,36,male,1,own,little,moderate,4241,24
598,31,male,2,own,little,NA,2775,18
599,32,male,2,free,little,NA,3863,24
600,45,female,2,own,little,moderate,2329,7
601,30,female,2,own,little,moderate,918,9
602,34,female,1,free,little,moderate,1837,24
603,28,female,3,own,little,NA,3349,36
604,23,female,2,own,little,rich,1275,10
605,22,male,2,own,quite rich,little,2828,24
606,74,male,3,own,little,NA,4526,24
607,50,female,2,free,moderate,moderate,2671,36
608,33,male,2,own,little,NA,2051,18
609,45,male,2,free,NA,NA,1300,15
610,22,female,2,own,moderate,little,741,12
611,48,female,1,free,moderate,rich,1240,10
612,29,female,2,own,rich,little,3357,21
613,22,female,2,rent,little,little,3632,24
614,22,female,2,own,little,NA,1808,18
615,48,male,3,own,NA,moderate,12204,48
616,27,male,3,free,NA,moderate,9157,60
617,37,male,2,rent,little,little,3676,6
618,21,female,2,rent,moderate,moderate,3441,30
619,49,male,1,own,little,NA,640,12
620,27,male,2,own,little,moderate,3652,21
621,32,male,2,own,little,NA,1530,18
622,38,male,2,own,NA,NA,3914,48
623,22,female,2,rent,little,little,1858,12
624,65,male,2,free,little,little,2600,18
625,35,male,2,own,NA,NA,1979,15
626,41,male,2,own,little,rich,2116,6
627,29,male,2,own,moderate,moderate,1437,9
628,36,male,2,own,quite rich,NA,4042,42
629,64,male,1,own,NA,NA,3832,9
630,28,female,2,own,little,little,3660,24
631,44,male,2,own,little,little,1553,18
632,23,male,2,own,NA,moderate,1444,15
633,19,female,2,rent,little,NA,1980,9
634,25,female,1,own,little,moderate,1355,24
635,47,male,2,own,little,NA,1393,12
636,28,female,2,own,quite rich,NA,1376,24
637,21,male,2,own,little,NA,15653,60
638,34,female,2,own,little,NA,1493,12
639,26,male,2,own,little,little,4370,42
640,27,female,0,own,little,little,750,18
641,38,male,1,own,little,moderate,1308,15
642,40,male,3,own,moderate,NA,4623,15
643,33,male,2,own,little,NA,1851,24
644,32,male,3,own,little,little,1880,18
645,27,male,2,rent,NA,NA,7980,36
646,32,male,2,own,little,little,4583,30
647,26,female,2,own,quite rich,NA,1386,12
648,38,male,2,free,little,rich,947,24
649,40,male,1,rent,little,little,684,12
650,50,male,3,free,little,little,7476,48
651,37,male,1,own,little,moderate,1922,12
652,45,male,2,own,little,little,2303,24
653,42,male,3,own,moderate,moderate,8086,36
654,35,male,2,own,little,NA,2346,24
655,22,male,2,free,little,little,3973,14
656,41,male,1,own,little,moderate,888,12
657,37,male,2,own,NA,NA,10222,48
658,28,female,2,own,little,moderate,4221,30
659,41,male,2,own,little,moderate,6361,18
660,23,male,2,rent,little,rich,1297,12
661,23,male,2,own,NA,little,900,12
662,50,male,2,own,little,NA,2241,21
663,35,male,3,own,little,moderate,1050,6
664,50,female,1,own,little,rich,1047,6
665,27,male,3,own,little,NA,6314,24
666,34,male,2,own,rich,moderate,3496,30
667,27,female,2,own,little,NA,3609,48
668,43,male,2,rent,little,little,4843,12
669,47,male,2,own,little,rich,3017,30
670,27,male,1,own,moderate,NA,4139,24
671,31,male,2,own,moderate,NA,5742,36
672,42,male,3,own,little,NA,10366,60
